CookerStat, GenerateAssetRegistry=162.235107, Initialize=233.567032, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1FBE61FC46263E7C040A50A2BAACEE35_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49C3324240C35A491511CA8332707614_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.02-15.15.04, Duration=3757.104980, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49C3324240C35A491511CA8332707__EBB7B90F6ABAEFAE116421FD9913E61E763597A6, StartTime=2016.07.02-15.15.08, HierarchicalDDC=, DataSize=4194569, Duration=34.166161, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_20, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_00690CFC45C6F81D3AD23B9843024__148220A1EDD82D2A74E9BE2860C01842E86E901D, StartTime=2016.07.02-21.51.53, HierarchicalDDC=, DataSize=8455, Duration=41.849056, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_18, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_00690CFC45C6F81D3AD23B9843024__E5F929655729732129F2274B28615C5903C55C41, StartTime=2016.07.02-21.51.53, HierarchicalDDC=, DataSize=5046, Duration=32.354118, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
MaterialTransactionId1591203F4F0727FA70B12F9F44E14BF1_1, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3125ED20848D01EE2550794B68EBBB645_Num_SM5__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_TGPUSkinVertexFactoryfalse6A4FBF2D5FFE1532D4D5F4077DE2FE3E6913685313222222222222020000000_TGPUSkinVertexFactorytrue6A4FBF2D5FFE1532D4D5F4077DE2FE3E6913685313222222222222020000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D3422420000000006480004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044044444423234141414141414141414141412130121414141414141414044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444012443432500000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000008000000080000000800000008000000080000000800000049000000100000000900000008000000100000001000000010000000260000001800000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000008000000080000000800000008000000080000000800000013000000100000000A0000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000000C000000D2D58129A385F4E766E8628C1925535CCC483AEA0000000000000000000000000000000000000000, ShaderCompilation=15941.837891, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_19, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_A584C2C847AA062FF010D88687B7AB4B, StartTime=2016.07.02-21.52.09, HierarchicalDDC=, DataSize=688151, Duration=104.692711, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_21, PutCachedData=, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3__DECE66044FB00F9CDA88D23B2B2A365D6DD4D9E1, StartTime=2016.07.02-21.52.09, HierarchicalDDC=, DataSize=327282, Duration=100.470261, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1FBE61FC46263E7C040A50A2BAACEE35_6, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_ED92448F42E7A5A13185E9A358A8C161_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.02-21.52.46, Duration=3719.188965, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_20, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_ED92448F42E7A5A13185E9A358A8C__5B276CBCD25C760EE28E92EA68595898B34889F3, StartTime=2016.07.02-21.52.50, HierarchicalDDC=, DataSize=4194569, Duration=154.375763, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_22, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_ED92448F42E7A5A13185E9A358A8C__406FBD45653FE8E8414EB5688DC02ED840961545, StartTime=2016.07.02-21.52.50, HierarchicalDDC=, DataSize=1048841, Duration=132.522980, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1FBE61FC46263E7C040A50A2BAACEE35_7, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_82DBE65A40E343D6AD15CA9236C4ABFC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.02-21.52.50, Duration=2175.892334, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_23, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_ED92448F42E7A5A13185E9A358A8C__953E6D3D906D2A7148A7B4A2EEE41673BAF3CB54, StartTime=2016.07.02-21.52.50, HierarchicalDDC=, DataSize=262407, Duration=20.966619, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_21, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_ED92448F42E7A5A13185E9A358A8C__E6C1BFE5BAF3C25B9B31FE87CAAFA47C64B8D7FE, StartTime=2016.07.02-21.52.50, HierarchicalDDC=, DataSize=65799, Duration=16.793840, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_24, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_ED92448F42E7A5A13185E9A358A8C__27C694C9BBF7601CB20537B94547924767FE1154, StartTime=2016.07.02-21.52.50, HierarchicalDDC=, DataSize=16647, Duration=48.374466, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_22, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_ED92448F42E7A5A13185E9A358A8C__8DBA58CC0E58F96A8D7A1347D8F095596F8AA34C, StartTime=2016.07.02-21.52.50, HierarchicalDDC=, DataSize=7493, Duration=6.402805, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_23, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_82DBE65A40E343D6AD15CA9236C4A__D164703BE26C5394816A7E653C87B4AAAD7C5F3A, StartTime=2016.07.02-21.52.52, HierarchicalDDC=, DataSize=2097417, Duration=77.302116, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_25, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_82DBE65A40E343D6AD15CA9236C4A__12EF06E7CA6D044FDB7BAA404E000679BA4F0FFA, StartTime=2016.07.02-21.52.52, HierarchicalDDC=, DataSize=524553, Duration=15.406311, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_26, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_82DBE65A40E343D6AD15CA9236C4A__448AE8FB0BF36B2C92C5C8C645E390C489D99FDF, StartTime=2016.07.02-21.52.52, HierarchicalDDC=, DataSize=131335, Duration=106.386078, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_24, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_82DBE65A40E343D6AD15CA9236C4A__4E442553A486F94ABCF1C3D6E7B9C432873D401B, StartTime=2016.07.02-21.52.52, HierarchicalDDC=, DataSize=33031, Duration=20.112612, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_25, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_82DBE65A40E343D6AD15CA9236C4A__CC808A6912EBBAA98980EA3E39E6FC3B5BB8FF9C, StartTime=2016.07.02-21.52.52, HierarchicalDDC=, DataSize=8455, Duration=33.479980, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_27, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_82DBE65A40E343D6AD15CA9236C4A__C7844EC839CC8D4BF593696B1749DF7B284865B3, StartTime=2016.07.02-21.52.52, HierarchicalDDC=, DataSize=4749, Duration=15.227511, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1FBE61FC46263E7C040A50A2BAACEE35_8, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5DB3FDEB43B1CF601096488BBC8CA920_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.02-21.52.52, Duration=642.502075, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_26, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5DB3FDEB43B1CF601096488BBC8CA920___E6B3BFE6BD8B6B47E0BA3A3B424E0C8399D5D772, StartTime=2016.07.02-21.52.53, HierarchicalDDC=, DataSize=4194565, Duration=23.435045, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_28, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5DB3FDEB43B1CF601096488BBC8CA920___EACD7EF6ED565F2864E5779109B5DBC7A01DADCC, StartTime=2016.07.02-21.52.53, HierarchicalDDC=, DataSize=1048837, Duration=78.796555, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_27, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5DB3FDEB43B1CF601096488BBC8CA920___ED7CAF06B4C116FDB894A6C21761DAB77CBADD1D, StartTime=2016.07.02-21.52.53, HierarchicalDDC=, DataSize=262403, Duration=119.950287, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_29, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5DB3FDEB43B1CF601096488BBC8CA920___7F126764447CC06845385CD1D0EB8506F26CCE94, StartTime=2016.07.02-21.52.53, HierarchicalDDC=, DataSize=65795, Duration=67.121773, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1FBE61FC46263E7C040A50A2BAACEE35_9, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B6E37AF8468F6793A1492D85593E7B2F_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.02-21.52.53, Duration=940.007996, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_28, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5DB3FDEB43B1CF601096488BBC8CA920___BF61C3D206DEA192137D2FB9FA6B287D1F73A8D2, StartTime=2016.07.02-21.52.53, HierarchicalDDC=, DataSize=16643, Duration=6.365951, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_29, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5DB3FDEB43B1CF601096488BBC8CA920___E107AE77DDDA29D1F7F3C62DAFDB80013743DD6F, StartTime=2016.07.02-21.52.53, HierarchicalDDC=, DataSize=7468, Duration=5.715318, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId1C6D86A34E503B99F38FDEB36C81FC76_30, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B6E37AF8468F6793A1492D85593E7__FC46D14D1942FF850604C40EE1B9DF926F1ABBB4, StartTime=2016.07.02-21.52.54, HierarchicalDDC=, DataSize=2097417, Duration=107.480049, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_30, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B6E37AF8468F6793A1492D85593E7__6E420C770E53DB1BA9AF7C7B4BF0A782A8FFF466, StartTime=2016.07.02-21.52.54, HierarchicalDDC=, DataSize=524553, Duration=16.375593, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_31, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B6E37AF8468F6793A1492D85593E7__E943E6861CF7CFE2387A13D2011CABABA881B09B, StartTime=2016.07.02-21.52.54, HierarchicalDDC=, DataSize=131335, Duration=25.976927, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_32, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B6E37AF8468F6793A1492D85593E7__0621E72A5173B8E6125C2ECD2CDB26D095E1AF2B, StartTime=2016.07.02-21.52.54, HierarchicalDDC=, DataSize=33031, Duration=43.004200, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_33, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B6E37AF8468F6793A1492D85593E7__E93AF24B045CBDD3E6F159271A9EF5E852D52EAA, StartTime=2016.07.02-21.52.54, HierarchicalDDC=, DataSize=8455, Duration=4.616901, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
DDCTransactionId19EEBE2141020CEBDE52FBAF46BA5EF8_34, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B6E37AF8468F6793A1492D85593E7__B5A3974C24324495426E25F8DE289AA796E31920, StartTime=2016.07.02-21.52.54, HierarchicalDDC=, DataSize=4749, Duration=4.999597, RunGuid=RunID1570E0B947F83FFCD3FD6F860A7E1919
