CookerStat, GenerateAssetRegistry=0.083651, Initialize=0.415105, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdF3714BFD4A0D2E4ED4524A84F00904F8_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_30CDDCEC439925BA396DF0A795E688FF_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.30-21.44.32, Duration=49.244835, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_30CDDCEC439925BA396DF0A795E68__7476E59C0CA77DE4CA94C757900963792F76E3C9, StartTime=2016.05.30-21.44.32, HierarchicalDDC=, DataSize=65799, Duration=4.533242, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_68, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5034D1504DDAD59916E391A5C9D74BDA___86EA794DDB388FC67F76115E6BBBA5EE4CF57C67, StartTime=2016.05.30-21.53.42, HierarchicalDDC=, DataSize=16643, Duration=7.772542, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdB42EDD3244B99C76A9F188BCD11DF95A_71, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_5034D1504DDAD59916E391A5C9D74BDA___9B1F2DDC5B8CB4AA23D5D66F45A8601F5D796396, StartTime=2016.05.30-21.53.42, HierarchicalDDC=, DataSize=6882, Duration=11.825849, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdF3714BFD4A0D2E4ED4524A84F00904F8_43, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4A3E74E5479ECD367227DBAE67B213F5_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.30-21.53.43, Duration=103.813919, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_69, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4A3E74E5479ECD367227DBAE67B21__88153C0AE9436675FAF8C3F64F57947A710C87D1, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=131335, Duration=7.996563, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdB42EDD3244B99C76A9F188BCD11DF95A_72, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4A3E74E5479ECD367227DBAE67B21__BED0019AC2E2E4ABD5144E6A9EF25DFB981C8C28, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=33031, Duration=238.037308, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_70, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4A3E74E5479ECD367227DBAE67B21__22774F7A712C7CF937D4EEB2CB65D07446686865, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=8455, Duration=230.746262, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdB42EDD3244B99C76A9F188BCD11DF95A_73, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4A3E74E5479ECD367227DBAE67B21__3A971DA76B454089F2137463075E64D9443C3B34, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=4155, Duration=132.229156, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdF3714BFD4A0D2E4ED4524A84F00904F8_44, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_BCA2B21E46F35346FFFE4288B105E768_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.30-21.53.43, Duration=84.233299, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_71, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_BCA2B21E46F35346FFFE4288B105E__5C8C467943E2857D8F016CC9E463C557D0E48DFB, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=131335, Duration=8.551259, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_72, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_BCA2B21E46F35346FFFE4288B105E__C713961FAAB22D6C34BC2ECDAD52F23D4BFB5219, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=33031, Duration=142.340195, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdB42EDD3244B99C76A9F188BCD11DF95A_74, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_BCA2B21E46F35346FFFE4288B105E__2C07AF3E9E923C60876A2A758DE2E73ED13B8C08, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=8455, Duration=108.276840, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_73, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_BCA2B21E46F35346FFFE4288B105E__24F41C1D62B586A7FEEEEF0ED2910255CF2FFE5F, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=4155, Duration=4.496645, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdF3714BFD4A0D2E4ED4524A84F00904F8_45, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1BF4F5274A6F7F6D52AD01A77D865351_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.30-21.53.43, Duration=38.201626, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdB42EDD3244B99C76A9F188BCD11DF95A_75, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1BF4F5274A6F7F6D52AD01A77D865351___563C2B2A3FCFDF71D0F4114B4E34F7A3E9025D17, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=262403, Duration=19.553951, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_74, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1BF4F5274A6F7F6D52AD01A77D865351___B7E0ADC0ACEE741F49F3FE0F7C77DB174FA6B82E, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=65795, Duration=13.883348, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
MaterialTransactionId113274684738F46FF331428773E9B11B_8, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3EB6FCD9F4E9CFD69B7D0008F76E2826D_Num_SM5__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrueCAB07D2D95B9FDBA4D93434B857B7D78E9EF61F717742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrue4B45B91074D2CFA7ACE4DE03393192218069847A170422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022222222222222222222020040440000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_TGPUSkinVertexFactoryfalse6A4FBF2D5FFE1532D4D5F4077DE2FE3E6913685313222222222222020000000_TGPUSkinVertexFactorytrue6A4FBF2D5FFE1532D4D5F4077DE2FE3E6913685313222222222222020000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D3422420000000006480004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044044444423234141414141414141414141412130121414141414141414044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444012443432500000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000008000000080000000800000008000000080000000800000049000000100000000900000008000000100000001000000010000000260000001800000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000008000000080000000800000008000000080000000800000013000000100000000A0000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000000C000000335148B6BFDC8A0AF75EC5654180A8A43E0039E60000000000000000000000000000000000000000, ShaderCompilation=103872.890625, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_75, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1BF4F5274A6F7F6D52AD01A77D865351___1619DAAA00301699AD7D3E6AB50FE1767E5871C6, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=16643, Duration=80.013222, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdB42EDD3244B99C76A9F188BCD11DF95A_76, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_1BF4F5274A6F7F6D52AD01A77D865351___9AE176EF4A0401990339B4A815EDDAB1492CFA1E, StartTime=2016.05.30-21.53.43, HierarchicalDDC=, DataSize=6882, Duration=28.198797, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdF3714BFD4A0D2E4ED4524A84F00904F8_46, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_38D584AC4181058DA48A668D2F5FA9E6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.30-21.53.45, Duration=72.729492, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdB42EDD3244B99C76A9F188BCD11DF95A_77, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_38D584AC4181058DA48A668D2F5FA__766BA69E5450ED42EC848E32C7B530A709F9A98A, StartTime=2016.05.30-21.53.45, HierarchicalDDC=, DataSize=131335, Duration=16.850788, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_76, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_38D584AC4181058DA48A668D2F5FA__404D62B80276EBF02429780510C99A64E20552A8, StartTime=2016.05.30-21.53.45, HierarchicalDDC=, DataSize=33031, Duration=8.710455, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_77, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_38D584AC4181058DA48A668D2F5FA__7FF9208DFC9AC78E0C2247FE9AAFAAB59C57F868, StartTime=2016.05.30-21.53.45, HierarchicalDDC=, DataSize=8455, Duration=5.649954, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_78, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_38D584AC4181058DA48A668D2F5FA__2FBD15A20113D379502182C42B52B457EE8AC7FE, StartTime=2016.05.30-21.53.45, HierarchicalDDC=, DataSize=4155, Duration=9.253125, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdF3714BFD4A0D2E4ED4524A84F00904F8_47, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_6BA991894856043E6694049D2A79429E_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.30-21.53.45, Duration=38.542755, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdB42EDD3244B99C76A9F188BCD11DF95A_78, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_6BA991894856043E6694049D2A79429E___82C820B3D1697AA7555E2251C8E3344192B949E2, StartTime=2016.05.30-21.53.45, HierarchicalDDC=, DataSize=262403, Duration=8.623410, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_79, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_6BA991894856043E6694049D2A79429E___2A93E83292F2D99BF1E6C51D3C36EC0DD7E139DE, StartTime=2016.05.30-21.53.45, HierarchicalDDC=, DataSize=65795, Duration=6.503954, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_80, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_6BA991894856043E6694049D2A79429E___EE2849F2BAC622D6147F87F0FFBCF08F217BFF04, StartTime=2016.05.30-21.53.45, HierarchicalDDC=, DataSize=16643, Duration=7.825345, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdB42EDD3244B99C76A9F188BCD11DF95A_79, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_6BA991894856043E6694049D2A79429E___B726431737E7F48796A6719B677A7AE6DFF9E3B9, StartTime=2016.05.30-21.53.45, HierarchicalDDC=, DataSize=6882, Duration=12.886618, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdF3714BFD4A0D2E4ED4524A84F00904F8_48, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3764CB414CF29ED93B3B7A8149C201DF_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.30-21.53.45, Duration=208.401062, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdE7378A9D482026C0F2E2F29FD56BA6AC_81, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3764CB414CF29ED93B3B7A8149C20__FB74372E6D0D142018817888F5AC44091635FE82, StartTime=2016.05.30-21.53.45, HierarchicalDDC=, DataSize=131335, Duration=7.480033, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
DDCTransactionIdB42EDD3244B99C76A9F188BCD11DF95A_80, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3764CB414CF29ED93B3B7A8149C20__C8C9EB9BA9840A98F1C84E83D02FFEDDBE53E2C4, StartTime=2016.05.30-21.53.45, HierarchicalDDC=, DataSize=33031, Duration=7.460687, RunGuid=RunID641666EA4F81BD3CE725FABC312C1321
